No.,Symbol,Company Name,Market Cap,Stock Price,% Change,Revenue
"903","IMPUY","Impala Platinum Holdings Limited","16.25B","18.08","-4.34%","4.81B"
"904","IVTBF","Investment AB Latour (publ)","16.23B","23.95","-","2.94B"
"905","FCBBF","FinecoBank Banca Fineco S.p.A.","16.20B","24.00","-","1.52B"
"906","FNBKY","FinecoBank Banca Fineco S.p.A.","16.20B","51.35","-","1.52B"
"907","MDIBF","Mediobanca Banca di Credito Finanziario S.p.A.","16.20B","23.60","-","3.89B"
"908","MDIBY","Mediobanca Banca di Credito Finanziario S.p.A.","16.20B","20.48","-2.24%","3.89B"
"909","SONVF","Sonova Holding AG","16.18B","271.56","-","4.83B"
"910","SONVY","Sonova Holding AG","16.18B","54.38","-0.91%","4.83B"
"911","FUJHF","Subaru Corporation","16.18B","23.20","-","32.47B"
"912","FUJHY","Subaru Corporation","16.18B","11.18","0.59%","32.47B"
"913","NDEKF","Nitto Denko Corporation","16.13B","23.55","-","6.80B"
"914","NDEKY","Nitto Denko Corporation","16.13B","23.75","-0.13%","6.80B"
"915","IVPAF","Ivanhoe Mines Ltd.","16.08B","11.30","-4.24%","344.00M"
"916","MONRF","Moncler S.p.A.","16.07B","63.00","-","3.65B"
"917","MONRY","Moncler S.p.A.","16.07B","59.12","-2.68%","3.65B"
"918","HALFF","HAL Trust","16.06B","171.55","-","15.92B"
"919","ZEGLF","Zegona Communications plc","16.02B","17.58","1.80%","3.52B"
"920","EDRVF","EDP Renováveis, S.A.","15.93B","14.89","-","2.58B"
"921","EDRVY","EDP Renováveis, S.A.","15.93B","30.21","-","2.58B"
"922","SBHMY","Sino Biopharmaceutical Limited","15.93B","17.65","-","4.27B"
"923","SBMFF","Sino Biopharmaceutical Limited","15.93B","0.891","-","4.27B"
"924","BESIY","BE Semiconductor Industries N.V.","15.81B","201.05","0.23%","678.62M"
"925","BESVF","BE Semiconductor Industries N.V.","15.81B","200.65","31.14%","678.62M"
"926","OBYCF","Obayashi Corporation","15.75B","22.95","0.88%","17.17B"
"927","SBHGF","SBI Holdings, Inc.","15.73B","23.91","4.59%","11.29B"
"928","OUKPF","Metso Oyj","15.73B","10.57","10.35%","5.79B"
"929","OUKPY","Metso Oyj","15.73B","9.38","-0.85%","5.79B"
"930","RKLIF","Rentokil Initial plc","15.64B","6.06","-","7.55B"
"931","BOIVF","Bolloré SE","15.62B","5.44","0.56%","3.68B"
"932","NJDCY","Nidec Corporation","15.62B","3.360","2.13%","17.68B"
"933","NNDNF","Nidec Corporation","15.62B","13.51","-","17.68B"
"934","NBGIF","National Bank of Greece S.A.","15.61B","17.66","1.35%","3.06B"
"935","NBGRY","National Bank of Greece S.A.","15.61B","18.68","-0.48%","3.06B"
"936","SINGF","Singapore Airlines Limited","15.50B","4.980","-","15.28B"
"937","SINGY","Singapore Airlines Limited","15.50B","9.77","-0.38%","15.28B"
