No.,Symbol,Company Name,Market Cap,Stock Price,% Change,Revenue
"336","FDSB","Fifth District Bancorp, Inc.","82.84M","14.90","0.27%","16.12M"
"337","FUSB","First US Bancshares, Inc.","81.26M","14.09","1.37%","36.07M"
"338","UBCP","United Bancorp, Inc.","78.35M","13.57","-0.80%","30.52M"
"339","BYFC","Broadway Financial Corporation","76.98M","8.39","-0.18%","32.39M"
"340","CPBI","Central Plains Bancshares, Inc.","67.23M","17.16","0.03%","19.96M"
"341","CLST","Catalyst Bancorp, Inc.","64.86M","15.59","0.58%","11.34M"
"342","NSTS","NSTS Bancorp, Inc.","61.83M","12.65","0.54%","9.76M"
"343","FSEA","First Seacoast Bancorp, Inc.","56.02M","12.86","0.26%","14.75M"
"344","OPHC","OptimumBank Holdings, Inc.","54.90M","4.760","-0.21%","43.82M"
"345","ASRV","AmeriServ Financial, Inc.","53.86M","3.260","1.24%","53.49M"
"346","HFBL","Home Federal Bancorp, Inc. of Louisiana","53.38M","17.78","0.23%","21.72M"
"347","TCBS","Texas Community Bancshares, Inc.","44.41M","16.32","-2.86%","15.27M"
"348","MBBC","Marathon Bancorp, Inc.","37.91M","12.90","3.70%","7.30M"
"349","KFFB","Kentucky First Federal Bancorp","37.55M","4.643","7.48%","9.47M"
"350","BAFN","BayFirst Financial Corp.","24.61M","5.99","-0.71%","58.93M"
"351","SHFS","SHF Holdings, Inc.","3.88M","1.260","22.33%","9.99M"
