No.,Symbol,Company Name,Market Cap,Stock Price,% Change,Revenue
"353","TME","Tencent Music Entertainment Group","26.05B","16.47","-0.81%","4.46B"
"354","HUBB","Hubbell Incorporated","26.05B","490.11","1.24%","5.69B"
"355","AWK","American Water Works Company, Inc.","26.04B","133.44","0.07%","5.07B"
"356","FTS","Fortis Inc.","25.93B","51.87","0.33%","8.64B"
"357","CNP","CenterPoint Energy, Inc.","25.91B","39.69","0.97%","9.11B"
"358","SHG","Shinhan Financial Group Co., Ltd.","25.88B","53.67","-0.79%","10.72B"
"359","AVB","AvalonBay Communities, Inc.","25.67B","181.50","0.39%","3.07B"
"360","BR","Broadridge Financial Solutions, Inc.","25.61B","219.40","0.02%","7.06B"
"361","VLTO","Veralto Corporation","25.55B","102.92","-0.26%","5.45B"
"362","TECK","Teck Resources Limited","25.52B","50.66","-3.08%","7.53B"
"363","PHM","PulteGroup, Inc.","25.42B","130.40","-1.86%","17.62B"
"364","BAP","Credicorp Ltd.","25.36B","319.55","0.24%","5.90B"
"365","STM","STMicroelectronics N.V.","25.15B","28.18","0.64%","11.79B"
"366","WSM","Williams-Sonoma, Inc.","25.08B","210.12","0.06%","7.91B"
"367","OMC","Omnicom Group Inc.","25.04B","79.58","-1.56%","16.07B"
"368","OWL","Blue Owl Capital Inc.","25.02B","16.04","1.58%","2.75B"
"369","DRI","Darden Restaurants, Inc.","24.78B","215.21","0.41%","12.58B"
"370","PPG","PPG Industries, Inc.","24.72B","110.14","0.06%","15.69B"
"371","LDOS","Leidos Holdings, Inc.","24.65B","192.81","-0.28%","17.33B"
"372","RF","Regions Financial Corporation","24.46B","27.89","-2.21%","7.06B"
"373","CW","Curtiss-Wright Corporation","24.42B","662.30","0.25%","3.38B"
"374","PSTG","Pure Storage, Inc.","24.23B","73.40","1.44%","3.48B"
"375","EC","Ecopetrol S.A.","24.19B","12.07","3.34%","31.98B"
"376","EQR","Equity Residential","24.01B","61.54","0.60%","3.08B"
"377","EIX","Edison International","23.97B","62.29","1.25%","18.09B"
"378","KEP","Korea Electric Power Corporation","23.92B","18.68","0.43%","69.25B"
"379","GIS","General Mills, Inc.","23.84B","44.69","-2.01%","18.78B"
"380","AER","AerCap Holdings N.V.","23.80B","143.21","-0.29%","8.34B"
"381","PAAS","Pan American Silver Corp.","23.57B","54.55","-2.38%","3.25B"
"382","UMC","United Microelectronics Corporation","23.27B","9.34","6.44%","7.75B"
"383","KEY","KeyCorp","23.08B","21.25","0.09%","5.93B"
"384","BSBR","Banco Santander (Brasil) S.A.","23.06B","6.18","-0.08%","8.33B"
"385","WAT","Waters Corporation","22.99B","386.16","-2.14%","3.11B"
"386","IP","International Paper Company","22.89B","43.34","-0.73%","24.33B"
"387","CNC","Centene Corporation","22.83B","46.45","-1.73%","167.68B"
"388","TPL","Texas Pacific Land Corporation","22.82B","331.04","0.03%","772.40M"
"389","CPAY","Corpay, Inc.","22.82B","326.19","-1.39%","4.31B"
"390","DVN","Devon Energy Corporation","22.80B","36.35","0.08%","16.55B"
"391","BCE","BCE Inc.","22.62B","24.17","-0.31%","17.58B"
"392","LH","Labcorp Holdings Inc.","22.38B","269.96","0.40%","13.77B"
"393","PBA","Pembina Pipeline Corporation","22.36B","38.85","0.99%","5.75B"
"394","SQM","Sociedad Química y Minera de Chile S.A.","22.23B","77.83","-2.20%","4.33B"
"395","LUV","Southwest Airlines Co.","22.18B","42.88","-0.51%","27.55B"
"396","SW","Smurfit Westrock Plc","22.16B","42.54","-1.82%","31.14B"
"397","RL","Ralph Lauren Corporation","22.10B","364.49","-1.26%","7.57B"
"398","TEF","Telefónica, S.A.","22.10B","3.825","-0.65%","48.83B"
"399","EXPD","Expeditors International of Washington, Inc.","21.99B","164.05","0.18%","11.17B"
"400","CMS","CMS Energy Corporation","21.80B","71.65","0.52%","8.30B"
"401","CHD","Church & Dwight Co., Inc.","21.69B","90.32","-0.13%","6.14B"
"402","TLK","Perusahaan Perseroan (Persero) PT Telekomunikasi Indonesia Tbk","21.48B","21.74","-0.37%","8.83B"
"403","NVR","NVR, Inc.","21.28B","7,494.90","-1.68%","10.58B"
"404","L","Loews Corporation","21.27B","102.95","-0.21%","18.27B"
"405","TS","Tenaris S.A.","21.21B","41.79","0.75%","11.83B"
"406","DGX","Quest Diagnostics Incorporated","21.19B","190.50","0.13%","10.85B"
"407","FTI","TechnipFMC plc","21.17B","52.33","0.04%","9.80B"
"408","RBA","RB Global, Inc.","21.11B","113.70","1.77%","4.53B"
"409","TSN","Tyson Foods, Inc.","21.11B","59.80","-1.04%","54.44B"
"410","TU","TELUS Corporation","21.11B","13.52","-0.59%","14.68B"
"411","GPN","Global Payments Inc.","21.09B","75.33","0.45%","10.08B"
"412","NI","NiSource Inc.","20.96B","43.93","0.91%","6.33B"
"413","VG","Venture Global, Inc.","20.74B","8.47","6.41%","10.85B"
"414","KOF","Coca-Cola FEMSA, S.A.B. de C.V.","20.70B","98.54","-2.58%","15.81B"
"415","BG","Bunge Global SA","20.69B","106.98","-1.70%","60.11B"
"416","Q","Qnity Electronics, Inc.","20.66B","98.62","5.91%","4.67B"
"417","IHG","InterContinental Hotels Group PLC","20.58B","138.99","0.78%","5.12B"
"418","AS","Amer Sports, Inc.","20.52B","37.01","-0.75%","6.10B"
"419","IOT","Samsara Inc.","20.35B","35.27","2.95%","1.52B"
"420","BEKE","KE Holdings Inc.","20.25B","17.47","-0.48%","14.54B"
"421","BCH","Banco de Chile","20.22B","39.75","-0.08%","2.94B"
"422","BWXT","BWX Technologies, Inc.","20.01B","218.89","2.64%","3.06B"
"423","GIB","CGI Inc.","19.85B","92.12","-0.56%","11.42B"
"424","TOST","Toast, Inc.","19.82B","33.70","-0.18%","5.86B"
"425","PKG","Packaging Corporation of America","19.73B","220.81","-0.52%","8.77B"
"426","DOW","Dow Inc.","19.72B","27.75","-0.70%","40.91B"
"427","CTRA","Coterra Energy Inc.","19.71B","25.89","0.60%","6.67B"
"428","XPEV","XPeng Inc.","19.63B","20.56","-1.53%","9.91B"
"429","SGI","Somnigroup International Inc.","19.62B","93.48","0.53%","6.82B"
"430","WY","Weyerhaeuser Company","19.60B","27.19","1.44%","7.07B"
"431","VIV","Telefônica Brasil S.A.","19.53B","12.10","-0.53%","10.99B"
"432","DKS","DICK'S Sporting Goods, Inc.","19.44B","216.09","1.51%","14.88B"
"433","ALB","Albemarle Corporation","19.43B","165.06","-5.02%","4.95B"
"434","RCI","Rogers Communications Inc.","19.29B","35.68","0.28%","15.09B"
"435","TYL","Tyler Technologies, Inc.","19.11B","444.17","-0.44%","2.30B"
"436","CIB","Grupo Cibest S.A.","19.10B","75.42","2.14%","6.29B"
"437","AMCR","Amcor plc","19.06B","41.32","-6.43%","17.40B"
"438","USFD","US Foods Holding Corp.","19.03B","85.34","0.19%","39.12B"
"439","HPQ","HP Inc.","19.00B","20.70","0.41%","55.30B"
"440","GPC","Genuine Parts Company","18.96B","136.28","0.09%","24.06B"
"441","WST","West Pharmaceutical Services, Inc.","18.95B","263.45","-5.71%","3.02B"
"442","BURL","Burlington Stores, Inc.","18.93B","304.46","-0.59%","11.19B"
"443","MTZ","MasTec, Inc.","18.82B","242.35","2.74%","13.76B"
"444","SNA","Snap-on Incorporated","18.81B","361.64","-0.50%","5.12B"
"445","CRCL","Circle Internet Group, Inc.","18.79B","79.79","4.16%","2.41B"
"446","U","Unity Software Inc.","18.73B","43.78","-0.45%","1.80B"
"447","APG","APi Group Corporation","18.47B","42.84","0.71%","7.66B"
"448","LII","Lennox International Inc.","18.43B","525.56","0.62%","5.35B"
"449","MKC.V","McCormick & Company, Incorporated","18.43B","68.73","0.70%","6.79B"
"450","IONQ","IonQ, Inc.","18.33B","51.74","8.79%","79.84M"
"451","TWLO","Twilio Inc.","18.30B","120.73","0.79%","4.90B"
"452","IFF","International Flavors & Fragrances Inc.","18.30B","71.45","0.88%","11.07B"
"453","BEP","Brookfield Renewable Partners L.P.","18.22B","28.17","0.61%","6.30B"
"454","DD","DuPont de Nemours, Inc.","18.07B","43.12","-0.62%","12.84B"
"455","MKC","McCormick & Company, Incorporated","18.05B","67.24","-2.13%","6.79B"
"456","NVT","nVent Electric plc","17.96B","111.31","3.08%","3.58B"
"457","SN","SharkNinja, Inc.","17.95B","127.20","0.82%","6.08B"
"458","CX","CEMEX, S.A.B. de C.V.","17.85B","12.37","0.12%","15.87B"
"459","FN","Fabrinet","17.85B","498.12","0.11%","3.59B"
"460","XPO","XPO, Inc.","17.75B","151.24","-2.06%","8.07B"
"461","PINS","Pinterest, Inc.","17.71B","26.22","-2.15%","4.06B"
"462","PNR","Pentair plc","17.52B","107.09","0.11%","4.13B"
"463","FTV","Fortive Corporation","17.50B","55.10","-0.74%","6.26B"
"464","ZTO","ZTO Express (Cayman) Inc.","17.49B","22.16","-1.69%","6.67B"
"465","ZBH","Zimmer Biomet Holdings, Inc.","17.41B","87.85","-1.01%","8.01B"
"466","LTM","LATAM Airlines Group S.A.","17.38B","58.00","-1.49%","13.73B"
"467","HL","Hecla Mining Company","17.23B","25.72","1.98%","1.22B"
"468","THC","Tenet Healthcare Corporation","17.20B","195.66","-2.81%","20.85B"
"469","ESS","Essex Property Trust, Inc.","17.19B","257.85","1.71%","1.92B"
"470","APTV","Aptiv PLC","16.99B","78.63","-4.82%","20.15B"
"471","PKX","POSCO Holdings Inc.","16.99B","55.29","-6.34%","49.87B"
"472","RS","Reliance, Inc.","16.96B","324.40","0.57%","13.92B"
"473","WES","Western Midstream Partners, LP","16.93B","41.50","-0.41%","3.74B"
"474","ATI","ATI Inc.","16.92B","124.52","-0.69%","4.58B"
"475","AGI","Alamos Gold Inc.","16.91B","39.30","-2.48%","1.61B"
"476","INVH","Invitation Homes Inc.","16.86B","27.42","1.31%","2.69B"
"477","JLL","Jones Lang LaSalle Incorporated","16.83B","356.52","0.71%","25.32B"
"478","YUMC","Yum China Holdings, Inc.","16.79B","47.50","-1.43%","11.57B"
"479","IT","Gartner, Inc.","16.72B","231.94","0.68%","6.46B"
"480","HII","Huntington Ingalls Industries, Inc.","16.71B","425.92","1.69%","12.01B"
"481","TRU","TransUnion","16.71B","86.05","0.93%","4.44B"
"482","TXT","Textron Inc.","16.65B","94.49","0.99%","14.24B"
"483","HUBS","HubSpot, Inc.","16.59B","316.71","-3.81%","2.99B"
"484","CRS","Carpenter Technology Corporation","16.58B","332.85","-2.13%","2.89B"
"485","J","Jacobs Solutions Inc.","16.55B","140.13","-0.97%","12.03B"
"486","NLY","Annaly Capital Management, Inc.","16.52B","24.19","1.51%","1.75B"
"487","BIP","Brookfield Infrastructure Partners L.P.","16.40B","35.14","0.89%","22.24B"
"488","LYB","LyondellBasell Industries N.V.","16.39B","50.94","0.11%","37.78B"
"489","QXO","QXO, Inc.","16.32B","24.20","-3.28%","4.66B"
"490","SBS","Companhia de Saneamento Básico do Estado de São Paulo - SABESP","16.29B","22.98","-0.43%","6.50B"
"491","MAA","Mid-America Apartment Communities, Inc.","16.27B","135.57","0.10%","2.20B"
"492","SUI","Sun Communities, Inc.","16.20B","128.06","0.52%","3.24B"
"493","ULS","UL Solutions Inc.","16.19B","75.84","-1.67%","3.00B"
"494","JBS","JBS N.V.","16.16B","14.58","-3.41%","84.15B"
"495","H","Hyatt Hotels Corporation","16.00B","168.53","-0.70%","3.34B"
"496","CRBG","Corebridge Financial, Inc.","15.98B","30.70","0.82%","18.34B"
"497","MGA","Magna International Inc.","15.91B","54.81","-2.85%","41.79B"
"498","AA","Alcoa Corporation","15.87B","60.76","-4.78%","12.87B"
"499","ITT","ITT Inc.","15.78B","183.46","0.21%","3.81B"
"500","RBC","RBC Bearings Incorporated","15.68B","498.25","0.24%","1.72B"
"501","RTO","Rentokil Initial plc","15.59B","31.43","0.64%","7.55B"
"502","BSAC","Banco Santander-Chile","15.36B","32.85","1.81%","2.56B"
"503","GFL","GFL Environmental Inc.","15.34B","42.20","-1.23%","5.90B"
"504","CSL","Carlisle Companies Incorporated","15.26B","366.17","-","5.02B"
"505","WPC","W. P. Carey Inc.","15.26B","69.65","1.06%","1.67B"
"506","PFGC","Performance Food Group Company","15.21B","97.00","0.17%","61.56B"
"507","EVR","Evercore Inc.","15.20B","384.02","0.23%","3.54B"
"508","ONON","On Holding AG","15.13B","45.38","-1.35%","3.61B"
"509","FIG","Figma, Inc.","15.05B","30.37","-3.89%","968.96M"
"510","OKLO","Oklo Inc.","14.98B","95.89","4.86%","-"
"511","W","Wayfair Inc.","14.91B","114.41","-3.25%","12.24B"
"512","BALL","Ball Corporation","14.87B","55.48","-0.73%","12.69B"
"513","EMA","Emera Incorporated","14.75B","49.05","0.43%","6.13B"
"514","IEX","IDEX Corporation","14.75B","197.03","0.89%","3.42B"
"515","MLI","Mueller Industries, Inc.","14.72B","132.56","1.38%","4.14B"
"516","MAS","Masco Corporation","14.70B","70.76","-0.63%","7.60B"
"517","DECK","Deckers Outdoor Corporation","14.65B","100.53","-2.46%","5.24B"
"518","BNT","Brookfield Wealth Solutions Ltd.","14.56B","47.29","-0.03%","14.33B"
"519","GGG","Graco Inc.","14.54B","87.71","0.18%","2.19B"
"520","KRMN","Karman Holdings Inc.","14.45B","109.20","-0.26%","428.25M"
"521","AVY","Avery Dennison Corporation","14.41B","186.48","-1.38%","8.77B"
"522","WSO.B","Watsco, Inc.","14.40B","373.19","-0.02%","7.41B"
"523","WSO","Watsco, Inc.","14.39B","379.37","-0.19%","7.41B"
"524","JOBY","Joby Aviation, Inc.","14.38B","15.77","3.21%","22.64M"
"525","FNF","Fidelity National Financial, Inc.","14.31B","52.75","0.04%","14.06B"
"526","CDE","Coeur Mining, Inc.","14.30B","22.26","4.90%","1.70B"
"527","KIM","Kimco Realty Corporation","14.24B","20.98","0.96%","2.12B"
"528","GDDY","GoDaddy Inc.","14.23B","105.33","-1.88%","4.87B"
"529","ALLE","Allegion plc","14.21B","165.20","1.05%","3.98B"
"530","RPM","RPM International Inc.","14.17B","110.67","-1.04%","7.58B"
"531","BLDR","Builders FirstSource, Inc.","14.17B","128.11","-0.66%","15.65B"
"532","CLH","Clean Harbors, Inc.","14.13B","264.43","-0.96%","5.96B"
"533","SNN","Smith & Nephew plc","14.09B","32.95","0.18%","5.94B"
"534","YPF","YPF Sociedad Anónima","14.08B","34.65","2.76%","15.66B"
"535","TOL","Toll Brothers, Inc.","13.99B","147.24","-1.21%","10.97B"
"536","BBY","Best Buy Co., Inc.","13.93B","66.47","-2.45%","41.83B"
"537","CHWY","Chewy, Inc.","13.92B","33.55","2.38%","12.58B"
"538","WF","Woori Financial Group Inc.","13.89B","57.05","-1.18%","8.05B"
"539","GWRE","Guidewire Software, Inc.","13.86B","162.98","-1.87%","1.27B"
"540","SOLV","Solventum Corporation","13.85B","79.85","-0.73%","8.40B"
"541","CACI","CACI International Inc","13.84B","626.67","-0.13%","8.86B"
"542","JHX","James Hardie Industries plc","13.84B","23.77","-0.96%","4.12B"
"543","BLD","TopBuild Corp.","13.78B","493.69","-1.40%","5.24B"
"544","PEN","Penumbra, Inc.","13.78B","351.77","0.37%","1.33B"
"545","HMY","Harmony Gold Mining Company Limited","13.74B","21.63","-1.46%","4.16B"
"546","OHI","Omega Healthcare Investors, Inc.","13.70B","44.69","0.47%","1.15B"
"547","WCC","WESCO International, Inc.","13.66B","280.77","-1.11%","22.94B"
"548","BEN","Franklin Resources, Inc.","13.65B","26.18","0.81%","8.77B"
"549","RBRK","Rubrik, Inc.","13.64B","68.13","-1.33%","1.20B"
"550","AMH","American Homes 4 Rent","13.57B","32.17","1.42%","1.83B"
"551","RYAN","Ryan Specialty Holdings, Inc.","13.56B","51.41","1.29%","2.91B"
"552","UDR","UDR, Inc.","13.54B","37.36","0.76%","1.74B"
"553","ALLY","Ally Financial Inc.","13.54B","43.94","0.66%","7.17B"
"554","CNH","CNH Industrial N.V.","13.51B","10.84","0.18%","17.81B"
"555","CF","CF Industries Holdings, Inc.","13.50B","86.53","-0.08%","6.74B"
"556","EQH","Equitable Holdings, Inc.","13.49B","47.07","-0.51%","12.22B"
"557","HLI","Houlihan Lokey, Inc.","13.47B","192.17","1.26%","2.57B"
"558","HRL","Hormel Foods Corporation","13.46B","24.47","-1.03%","12.11B"
"559","EG","Everest Group, Ltd.","13.42B","319.77","-0.45%","17.68B"
"560","BEPC","Brookfield Renewable Corporation","13.38B","39.43","1.65%","3.83B"
"561","SF","Stifel Financial Corp.","13.34B","130.97","0.59%","5.29B"
"562","CLX","The Clorox Company","13.33B","109.27","-1.76%","6.77B"
"563","JEF","Jefferies Financial Group Inc.","13.25B","64.21","-0.06%","7.34B"
"564","EMBJ","Embraer S.A.","13.20B","73.60","-0.45%","7.75B"
"565","SNAP","Snap Inc.","13.14B","7.65","-1.48%","5.77B"
"566","SWK","Stanley Black & Decker, Inc.","13.09B","84.53","0.15%","15.17B"
"567","IVZ","Invesco Ltd.","13.09B","29.41","0.05%","6.28B"
"568","ACM","AECOM","13.03B","98.80","-0.44%","16.14B"
"569","PAC","Grupo Aeroportuario del Pacífico, S.A.B. de C.V.","12.98B","257.55","0.12%","1.87B"
"570","RGA","Reinsurance Group of America, Incorporated","12.84B","195.36","-0.70%","22.30B"
"571","RVTY","Revvity, Inc.","12.79B","112.78","-2.21%","2.81B"
"572","UNM","Unum Group","12.72B","76.03","-1.76%","13.07B"
"573","BF.A","Brown-Forman Corporation","12.70B","26.62","-3.73%","3.89B"
"574","GMED","Globus Medical, Inc.","12.65B","94.49","0.64%","2.77B"
"575","ELS","Equity LifeStyle Properties, Inc.","12.59B","62.86","1.17%","1.54B"
"576","CNA","CNA Financial Corporation","12.57B","46.44","0.03%","14.85B"
"577","RNR","RenaissanceRe Holdings Ltd.","12.47B","270.46","-0.53%","12.21B"
"578","DOC","Healthpeak Properties, Inc.","12.47B","17.62","0.37%","2.80B"
"579","UHS","Universal Health Services, Inc.","12.46B","199.49","-2.30%","16.99B"
"580","WMS","Advanced Drainage Systems, Inc.","12.35B","158.76","-0.33%","2.99B"
"581","SBSW","Sibanye Stillwater Limited","12.29B","16.62","-3.54%","6.29B"
"582","MP","MP Materials Corp.","12.27B","69.25","3.82%","232.74M"
"583","BF.B","Brown-Forman Corporation","12.25B","26.44","-3.57%","3.89B"
"584","DTM","DT Midstream, Inc.","12.21B","120.09","2.61%","1.18B"
"585","ELAN","Elanco Animal Health Incorporated","12.21B","24.57","1.61%","4.59B"
"586","DT","Dynatrace, Inc.","12.20B","40.47","2.77%","1.85B"
"587","BJ","BJ's Wholesale Club Holdings, Inc.","12.15B","92.87","-2.15%","21.16B"
"588","SUZ","Suzano S.A.","12.05B","9.65","-0.98%","9.60B"
"589","SNX","TD SYNNEX Corporation","12.00B","149.79","-0.39%","62.51B"
"590","FMS","Fresenius Medical Care AG","11.98B","22.10","2.15%","23.05B"
"591","CR","Crane Company","11.97B","207.77","0.42%","2.27B"
"592","PR","Permian Resources Corporation","11.95B","14.41","0.63%","5.19B"
"593","CCK","Crown Holdings, Inc.","11.95B","104.78","-","12.14B"
"594","FHN","First Horizon Corporation","11.92B","24.57","0.53%","3.36B"
"595","BXP","BXP, Inc.","11.92B","67.37","0.39%","3.43B"
"596","EPAM","EPAM Systems, Inc.","11.91B","215.67","0.20%","5.30B"
"597","AIZ","Assurant, Inc.","11.81B","235.74","-0.72%","12.57B"
"598","NIO","NIO Inc.","11.80B","4.665","0.54%","10.19B"
"599","CPT","Camden Property Trust","11.77B","108.95","0.55%","1.58B"
"600","AEG","Aegon Ltd.","11.76B","7.66","-0.58%","15.34B"
"601","CMA","Comerica Incorporated","11.76B","92.03","0.57%","3.23B"
"602","BAH","Booz Allen Hamilton Holding Corporation","11.68B","96.29","-0.84%","11.71B"
"603","DCI","Donaldson Company, Inc.","11.65B","100.97","0.24%","3.73B"
"604","NYT","The New York Times Company","11.60B","71.43","-0.20%","2.72B"
"605","SCI","Service Corporation International","11.55B","82.37","0.33%","4.29B"
"606","CNM","Core & Main, Inc.","11.37B","58.17","0.54%","7.76B"
"607","WLK","Westlake Corporation","11.36B","88.55","0.28%","11.48B"
"608","STN","Stantec Inc.","11.32B","99.61","0.31%","4.55B"
"609","WTRG","Essential Utilities, Inc.","11.31B","39.97","-0.08%","2.38B"
"610","UHAL","U-Haul Holding Company","11.24B","57.34","0.02%","5.97B"
"611","KLAR","Klarna Group plc","11.23B","29.78","3.80%","3.21B"
"612","PNW","Pinnacle West Capital Corporation","11.19B","93.47","0.84%","5.31B"
"613","DY","Dycom Industries, Inc.","11.17B","372.81","1.96%","5.17B"
"614","GL","Globe Life Inc.","11.14B","139.96","0.10%","5.94B"
"615","BROS","Dutch Bros Inc.","11.09B","62.47","2.18%","1.54B"
"616","DAY","Dayforce, Inc.","11.07B","69.17","-0.12%","1.89B"
"617","AFG","American Financial Group, Inc.","10.99B","131.74","-0.12%","8.01B"
"618","CRL","Charles River Laboratories International, Inc.","10.98B","223.15","-0.15%","4.02B"
"619","SJM","The J. M. Smucker Company","10.92B","102.33","-2.34%","8.77B"
"620","ONTO","Onto Innovation Inc.","10.87B","219.00","0.53%","1.00B"
"621","SPXC","SPX Technologies, Inc.","10.87B","218.18","2.14%","2.16B"
"622","PAG","Penske Automotive Group, Inc.","10.87B","165.04","0.39%","30.68B"
"623","SARO","StandardAero, Inc.","10.83B","32.39","-0.49%","5.87B"
"624","RDY","Dr. Reddy's Laboratories Limited","10.79B","13.00","-0.73%","3.85B"
"625","SUN","Sunoco LP","10.77B","57.24","-0.62%","21.87B"
"626","FDS","FactSet Research Systems Inc.","10.71B","288.76","-0.32%","2.36B"
"627","PCOR","Procore Technologies, Inc.","10.66B","68.58","-3.27%","1.28B"
"628","CAE","CAE Inc.","10.65B","34.09","2.84%","3.47B"
"629","AIT","Applied Industrial Technologies, Inc.","10.64B","282.08","-0.14%","4.66B"
"630","RRX","Regal Rexnord Corporation","10.56B","159.01","0.54%","5.87B"
"631","QBTS","D-Wave Quantum Inc.","10.52B","30.05","4.63%","24.14M"
"632","ORI","Old Republic International Corporation","10.50B","43.15","-0.39%","8.75B"
"633","WBS","Webster Financial Corporation","10.49B","65.02","0.95%","2.58B"
"634","UHAL.B","U-Haul Holding Company","10.43B","52.59","-0.27%","5.97B"
"635","BAX","Baxter International Inc.","10.38B","20.20","-0.86%","11.02B"
"636","ARMK","Aramark","10.37B","39.46","1.15%","18.51B"
"637","DDS","Dillard's, Inc.","10.34B","662.00","-0.49%","6.63B"
"638","TIMB","TIM S.A.","10.31B","21.27","-1.85%","4.94B"
"639","YMM","Full Truck Alliance Co. Ltd.","10.28B","9.83","0.31%","1.75B"
"640","NCLH","Norwegian Cruise Line Holdings Ltd.","10.28B","22.57","-1.31%","9.69B"
"641","OC","Owens Corning","10.19B","123.93","-0.64%","11.66B"
"642","AES","The AES Corporation","10.18B","14.30","-1.00%","12.09B"
"643","BWA","BorgWarner Inc.","10.15B","47.46","-2.35%","14.18B"
"644","EHC","Encompass Health Corporation","10.12B","100.56","-2.18%","5.80B"
"645","IAG","IAMGOLD Corporation","10.11B","17.30","-1.54%","2.23B"
"646","OVV","Ovintiv Inc.","10.11B","39.91","-0.11%","8.79B"
"647","AOS","A. O. Smith Corporation","10.04B","72.10","0.15%","3.83B"
"648","EGP","EastGroup Properties, Inc.","10.02B","188.19","0.93%","696.15M"
"649","TAP.A","Molson Coors Beverage Company","10.01B","51.48","6.14%","11.21B"
"650","ARE","Alexandria Real Estate Equities, Inc.","10.00B","57.85","1.03%","3.06B"
"651","AG","First Majestic Silver Corp.","9.99B","20.85","2.51%","965.57M"
"652","SSB","SouthState Bank Corporation","9.99B","99.39","0.40%","2.32B"
"653","AR","Antero Resources Corporation","9.99B","32.37","1.86%","5.01B"
"654","GAP","The Gap, Inc.","9.97B","26.81","-1.72%","15.28B"
"655","MICC","The Magnum Ice Cream Company N.V.","9.96B","16.70","2.68%","9.46B"
"656","WTS","Watts Water Technologies, Inc.","9.95B","298.24","0.49%","2.35B"
"657","REXR","Rexford Industrial Realty, Inc.","9.88B","41.09","0.15%","997.93M"
"658","MOH","Molina Healthcare, Inc.","9.82B","191.11","-1.36%","42.84B"
"659","QGEN","Qiagen N.V.","9.82B","47.67","-1.47%","2.07B"
"660","MOG.A","Moog Inc.","9.82B","293.31","0.09%","3.86B"
"661","MOG.B","Moog Inc.","9.77B","294.66","3.39%","3.86B"
"662","WAL","Western Alliance Bancorporation","9.75B","89.75","-0.09%","3.19B"
"663","FLS","Flowserve Corporation","9.73B","76.58","-0.05%","4.69B"
"664","AYI","Acuity Inc.","9.71B","318.72","-0.65%","4.54B"
"665","TAP","Molson Coors Beverage Company","9.68B","48.97","-3.30%","11.21B"
"666","OSK","Oshkosh Corporation","9.64B","152.39","-0.63%","10.33B"
"667","UWMC","UWM Holdings Corporation","9.63B","6.02","3.79%","2.70B"
"668","GME","GameStop Corp.","9.53B","21.28","-0.37%","3.81B"
"669","MGM","MGM Resorts International","9.52B","34.82","-1.68%","17.28B"
"670","ALV","Autoliv, Inc.","9.52B","127.40","-1.68%","10.61B"
"671","GIL","Gildan Activewear Inc.","9.52B","62.77","-1.63%","3.36B"
"672","ASR","Grupo Aeroportuario del Sureste, S. A. B. de C. V.","9.50B","318.72","0.39%","1.92B"
"673","GNRC","Generac Holdings Inc.","9.49B","161.65","0.14%","4.35B"
"674","KNSL","Kinsale Capital Group, Inc.","9.42B","404.83","1.34%","1.80B"
"675","PL","Planet Labs PBC","9.33B","29.75","5.20%","282.46M"
"676","GTLS","Chart Industries, Inc.","9.32B","207.24","0.09%","4.29B"
"677","TFII","TFI International Inc.","9.27B","112.09","-0.42%","8.05B"
"678","KNX","Knight-Swift Transportation Holdings Inc.","9.20B","56.68","-1.44%","7.48B"
"679","ALSN","Allison Transmission Holdings, Inc.","9.17B","110.22","-1.19%","3.07B"
"680","AMG","Affiliated Managers Group, Inc.","9.17B","326.11","1.20%","2.04B"
"681","CUBE","CubeSmart","9.03B","39.43","0.73%","1.11B"
"682","HBM","Hudbay Minerals Inc.","9.01B","22.48","-1.23%","2.06B"
"683","DINO","HF Sinclair Corporation","9.01B","48.96","-1.73%","26.91B"
"684","CLF","Cleveland-Cliffs Inc.","8.98B","13.94","-2.55%","18.62B"
"685","OGE","OGE Energy Corp.","8.98B","43.70","-0.04%","3.29B"
"686","FRT","Federal Realty Investment Trust","8.95B","103.11","1.29%","1.26B"
"687","CFR","Cullen/Frost Bankers, Inc.","8.89B","139.01","-0.09%","2.14B"
"688","ACI","Albertsons Companies, Inc.","8.87B","17.25","-0.75%","81.72B"
"689","KT","KT Corporation","8.85B","19.48","0.98%","19.91B"
"690","BVN","Compañía de Minas Buenaventura S.A.A.","8.85B","34.84","-0.17%","1.41B"
"691","TTC","The Toro Company","8.80B","89.92","0.39%","4.51B"
"692","EDU","New Oriental Education & Technology Group Inc.","8.79B","55.25","-0.86%","4.99B"
"693","VMI","Valmont Industries, Inc.","8.74B","443.67","0.83%","4.10B"
"694","AHR","American Healthcare REIT, Inc.","8.72B","48.38","0.82%","2.19B"
"695","AM","Antero Midstream Corporation","8.71B","18.29","2.49%","1.25B"
"696","LUMN","Lumen Technologies, Inc.","8.65B","8.43","-2.54%","12.69B"
"697","BIO.B","Bio-Rad Laboratories, Inc.","8.63B","323.10","3.99%","2.56B"
"698","LEVI","Levi Strauss & Co.","8.59B","21.99","1.10%","6.59B"
"699","BIO","Bio-Rad Laboratories, Inc.","8.56B","317.41","-1.45%","2.56B"
"700","PRI","Primerica, Inc.","8.55B","267.77","-0.01%","3.34B"
"701","AMTM","Amentum Holdings, Inc.","8.50B","34.87","0.84%","14.39B"
"702","AWI","Armstrong World Industries, Inc.","8.47B","196.50","-","1.60B"
"703","MOS","The Mosaic Company","8.40B","26.45","-4.10%","11.89B"
